,ID,Type,Symbolic Problem,Symbolic Equation,Variables,Numbers,Prompt
826,chal-827,Subtraction,He then went to see the oranges being harvested. He found out that they harvest <1> sacks of ripe oranges and <2> sacks of unripe oranges per day. How many more sacks of unripe oranges than ripe oranges are harvested per day?,( <2> - <1> ),"['<1>', '<2>']","['5', '74']",He then went to see the oranges being harvested. He found out that they harvest 5 sacks of ripe oranges and 74 sacks of unripe oranges per day. How many more sacks of unripe oranges than ripe oranges are harvested per day?
827,chal-828,Multiplication,Lewis earns $ <1> every week during the <2> weeks of harvest. If he has to pay $ <3> rent every week How much money does he pay as rent during the harvest season?,( <3> * <2> ),"['<1>', '<2>', '<3>']","['368', '1359', '388']",Lewis earns $ 368 every week during the 1359 weeks of harvest. If he has to pay $ 388 rent every week how much money does he pay as rent during the harvest season?
828,chal-829,Common-Division,For the walls of the house he would use <1> nails in all to secure large planks of wood. If each plank needs <2> pieces of nails to be secured and an additional <3> nails were used. How many planks does John need for the house wall?,( ( <1> - <3> ) / <2> ),"['<1>', '<2>', '<3>']","['11', '3', '8']",For the walls of the house he would use 11 nails in all to secure large planks of wood. If each plank needs 3 pieces of nails to be secured and an additional 8 nails were used. How many planks does John need for the house wall?
829,chal-830,Subtraction,<1> red peaches and <2> green peaches are in the basket. How many more red peaches than green peaches are in the basket?,( <1> - <2> ),"['<1>', '<2>']","['17', '16']",17 red peaches and 16 green peaches are in the basket. How many more red peaches than green peaches are in the basket?
830,chal-831,Addition,Because of the decision Sofia asked the students to suggest specific types of food. If <1> students suggested adding mashed potatoes <2> suggested adding bacon to the menu and <3> suggested adding tomatoes How many students participated in the suggestion of new food items?,( ( <1> + <2> ) + <3> ),"['<1>', '<2>', '<3>']","['324', '374', '128']",Because of the decision Sofia asked the students to suggest specific types of food. If 324 students suggested adding mashed potatoes 374 suggested adding bacon to the menu and 128 suggested adding tomatoes how many students participated in the suggestion of new food items?
831,chal-832,Subtraction,During summer break <1> kids from Lawrence county go to camp and the other <2> kids stay home. How many more kids stayed home compared to those who went to the camp?,( <2> - <1> ),"['<1>', '<2>']","['202958', '777622']",During summer break 202958 kids from Lawrence county go to camp and the other 777622 kids stay home. How many more kids stayed home compared to those who went to the camp?
832,chal-833,Subtraction,<1> birds and <2> storks were sitting on the fence. 2 more storks came to join them. How many more birds than storks are sitting on the fence?,( <1> - ( <2> + <3> ) ),"['<1>', '<2>', '<3>']","['6', '3', '2']",6 birds and 3 storks were sitting on the fence. 2 more storks came to join them. How many more birds than storks are sitting on the fence?
833,chal-834,Subtraction,There are <1> different books and <2> different movies in the ' crazy silly school ' series. If you read <3> of the books and watched <4> of the movies How many more books do you still have to read?,( <1> - <3> ),"['<1>', '<2>', '<3>', '<4>']","['22', '10', '12', '56']",There are 22 different books and 10 different movies in the ' crazy silly school ' series. If you read 12 of the books and watched 56 of the movies how many more books do you still have to read?
834,chal-835,Addition,There were <1> people on the bus. At the next stop <2> more people got on the bus. Each bus can not have more than <3> people. How many people are there on the bus now?,( <1> + <2> ),"['<1>', '<2>', '<3>']","['12', '4', '36']",There were 12 people on the bus. At the next stop 4 more people got on the bus. Each bus can not have more than 36 people. How many people are there on the bus now?
835,chal-836,Addition,"A grocery store had <1> bottles of regular soda, <2> bottles of diet soda and <3> bottles of lite soda. How many bottles did they have total?",( ( <1> + <2> ) + <3> ),"['<1>', '<2>', '<3>']","['57', '26', '27']","A grocery store had 57 bottles of regular soda, 26 bottles of diet soda and 27 bottles of lite soda. How many bottles did they have total?"
836,chal-837,Subtraction,Because of the decision Sofia asked <1> students to suggest specific types of food. <2> students suggested adding bacon while others suggested adding mashed potatoes to the menu. How many students suggested mashed potatoes?,( <1> - <2> ),"['<1>', '<2>']","['288', '264']",Because of the decision Sofia asked 288 students to suggest specific types of food. 264 students suggested adding bacon while others suggested adding mashed potatoes to the menu. How many students suggested mashed potatoes?
837,chal-838,Addition,Edward spent $ <1>. Then he spent $ <2> more. Now he has $ <3>. How much did Edward have before he spent his money?,( ( <1> + <2> ) + <3> ),"['<1>', '<2>', '<3>']","['9', '8', '17']",Edward spent $ 9. Then he spent $ 8 more. Now he has $ 17. How much did Edward have before he spent his money?
838,chal-839,Subtraction,Winter is almost here and most animals are migrating to warmer countries. There are <1> bird families living near the mountain. If <2> bird families flew away to africa and <3> bird families flew away to asia How many bird families were left near the mountain?,( <1> - ( <2> + <3> ) ),"['<1>', '<2>', '<3>']","['85', '23', '37']",Winter is almost here and most animals are migrating to warmer countries. There are 85 bird families living near the mountain. If 23 bird families flew away to africa and 37 bird families flew away to asia how many bird families were left near the mountain?
839,chal-840,Addition,In a school there are <1> girls and <2> boys. <3> more girls joined the school. How many girls are there in the school now?,( <1> + <3> ),"['<1>', '<2>', '<3>']","['902', '811', '44']",In a school there are 902 girls and 811 boys. 44 more girls joined the school. How many girls are there in the school now?
840,chal-841,Subtraction,Dan has $ <1>. He bought a chocolate for $ <2> and a candy bar for $ 2. How much money did he spend to buy chocolate than he did to buy candy bar?,( <2> - <3> ),"['<1>', '<2>', '<3>']","['4', '7', '2']",Dan has $ 4. He bought a chocolate for $ 7 and a candy bar for $ 2. How much money did he spend to buy chocolate than he did to buy candy bar?
841,chal-842,Subtraction,At the arcade Dave had won <1> tickets. If he used <2> to buy some toys and <3> more to buy some clothes How many tickets did Dave have left?,( <1> - ( <2> + <3> ) ),"['<1>', '<2>', '<3>']","['18', '5', '11']",At the arcade Dave had won 18 tickets. If he used 5 to buy some toys and 11 more to buy some clothes how many tickets did Dave have left?
842,chal-843,Common-Division,The school is planning a field trip. The school has <1> classrooms. There are <2> students in the school with each classroom having the same number of students. There are <3> seats on each school bus. How many students are in each class?,( <2> / <1> ),"['<1>', '<2>', '<3>']","['24', '120', '84']",The school is planning a field trip. The school has 24 classrooms. There are 120 students in the school with each classroom having the same number of students. There are 84 seats on each school bus. How many students are in each class?
843,chal-844,Common-Division,He then went to see the oranges being harvested. He found out that the harvest will go on for <1> days. How many sacks do they harvest per day if they harvested a total of <2> sacks of oranges?,( <2> / <1> ),"['<1>', '<2>']","['4', '56']",He then went to see the oranges being harvested. He found out that the harvest will go on for 4 days. How many sacks do they harvest per day if they harvested a total of 56 sacks of oranges?
844,chal-845,Subtraction,There were <1> roses in the vase. Jessica threw away <2> roses from the vase and cut some more new roses from her flower garden to put in the vase. There are now <3> roses in the vase. How many more roses did she throw away than those she cut from her garden?,( <1> - <3> ),"['<1>', '<2>', '<3>']","['21', '34', '15']",There were 21 roses in the vase. Jessica threw away 34 roses from the vase and cut some more new roses from her flower garden to put in the vase. There are now 15 roses in the vase. How many more roses did she throw away than those she cut from her garden?
845,chal-846,Subtraction,Allan brought <1> balloons and Jake brought <2> balloons to the park. Allan then bought <3> more balloons at the park. How many more balloons did Jake have than Allan in the park?,( <2> - ( <1> + <3> ) ),"['<1>', '<2>', '<3>']","['2', '6', '3']",Allan brought 2 balloons and Jake brought 6 balloons to the park. Allan then bought 3 more balloons at the park. How many more balloons did Jake have than Allan in the park?
846,chal-847,Multiplication,He then went to see the oranges being harvested. He found out that they harvest <1> sacks of ripe oranges and <2> sacks of unripe oranges per day. How many sacks of oranges will they have after <3> days of harvest?,( ( <1> + <2> ) * <3> ),"['<1>', '<2>', '<3>']","['28', '52', '26']",He then went to see the oranges being harvested. He found out that they harvest 28 sacks of ripe oranges and 52 sacks of unripe oranges per day. How many sacks of oranges will they have after 26 days of harvest?
847,chal-848,Addition,Together Adam and Jackie have <1> apples. He has <2> apples more than adam and jackie together do. How many apples does he have?,( <1> + <2> ),"['<1>', '<2>']","['6', '4']",Together Adam and Jackie have 6 apples. He has 4 apples more than adam and jackie together do. How many apples does he have?
848,chal-849,Subtraction,"After a typhoon, <1> trees in Haley's backyard died. If she had grown <2> trees initially How many more trees survived the typhoon than those that died?",( ( <2> - <1> ) - <1> ),"['<1>', '<2>']","['2', '11']","After a typhoon, 2 trees in Haley's backyard died. If she had grown 11 trees initially how many more trees survived the typhoon than those that died?"
849,chal-850,Addition,Allan brought <1> balloons and Jake brought <2> balloons to the park. Jake then bought <3> more balloons at the park. How many balloons did Jake bring to the park?,( <2> + <3> ),"['<1>', '<2>', '<3>']","['5', '6', '3']",Allan brought 5 balloons and Jake brought 6 balloons to the park. Jake then bought 3 more balloons at the park. How many balloons did Jake bring to the park?
